12000
554	1518
79	649
835	1575
999	1130
875	1740
641	890
749	1346
994	1956
507	1285
99	243
642	1601
158	329
568	882
309	890
477	1163
451	1138
450	1271
376	1090
616	1415
619	1315
196	335
252	287
649	1453
246	924
571	1307
436	1423
321	911
900	1881
54	316
783	999
754	1456
398	747
900	1325
209	955
787	1293
349	966
334	520
280	944
795	1385
13	214
215	436
733	1448
421	534
449	1202
24	795
469	877
601	997
574	1341
535	1208
58	868
894	1132
313	1049
404	1355
541	1452
516	1447
851	870
630	1352
137	1063
55	815
589	1562
552	690
42	817
507	1188
196	1120
512	1229
133	168
612	1159
758	1250
42	284
375	1142
463	905
641	790
738	792
917	1659
853	1489
34	300
640	1019
103	787
691	1031
805	1744
511	1011
567	1026
135	455
860	1249
212	798
645	1087
18	862
587	1560
980	1270
270	695
979	1232
817	1137
813	1114
379	1330
291	393
471	701
740	1730
218	326
585	1511
317	615
201	737
341	700
81	881
420	896
128	421
314	539
515	1509
502	1390
521	721
922	993
973	1772
385	429
729	1373
468	921
409	1246
351	740
422	857
376	766
681	1296
994	1469
74	722
697	837
73	261
573	1429
140	1073
910	972
730	1400
464	1461
735	749
27	744
582	1514
312	1277
212	328
391	550
971	1435
289	369
436	471
588	1136
784	1050
643	1517
168	548
43	894
875	1238
950	1719
341	945
724	762
998	1729
274	1132
435	1173
149	815
33	501
810	1351
560	1413
284	1164
911	1748
47	307
32	940
948	1066
652	1588
413	1053
451	1159
122	657
481	644
634	670
677	1627
940	1907
465	1316
187	587
913	1208
804	1516
637	1553
245	877
82	296
778	1233
624	938
942	1128
897	1082
900	1444
777	1573
918	1682
53	709
578	840
599	1379
973	1312
492	836
694	1298
472	1096
26	927
392	873
410	617
483	1087
957	1077
837	1446
669	1517
159	532
374	814
399	486
3	506
487	1246
252	1049
813	1518
225	556
249	506
898	1548
763	913
843	1007
45	825
199	1183
550	1434
561	1242
623	1598
773	998
477	1441
876	1198
907	1145
625	1511
322	731
990	1341
530	816
500	725
521	1510
606	941
250	1244
935	1786
246	1113
233	259
691	1085
816	1536
377	407
991	1558
764	834
24	270
186	931
114	754
597	884
192	529
715	1200
151	559
964	1235
760	1226
652	1162
668	1216
11	71
927	1674
909	1195
859	1698
285	1271
901	1018
700	724
639	955
63	77
259	557
921	1839
453	1277
978	1021
788	1119
428	448
176	301
954	1466
854	1657
613	672
121	769
222	574
840	1179
283	1098
937	1189
659	747
114	598
439	800
615	1084
410	1327
464	552
155	481
588	674
818	1046
870	1551
551	949
740	1464
456	936
944	1760
878	1356
703	1239
846	1390
691	1026
294	668
263	944
896	1734
754	1425
537	989
64	575
226	787
575	579
510	653
606	1383
189	208
44	96
157	553
158	1094
809	1397
253	448
237	313
151	161
207	668
949	1103
8	148
284	445
323	593
891	1886
204	1129
333	1070
149	710
892	1275
310	520
47	252
658	958
585	1522
540	1152
952	1178
231	546
470	606
523	1220
258	268
781	1073
467	947
469	1333
660	1103
989	1326
170	1147
257	608
839	1148
27	428
399	662
8	854
471	551
983	1550
457	809
964	1645
320	804
998	1664
677	1255
269	1143
852	1338
289	509
282	1116
643	919
333	1231
75	862
731	1513
363	1332
833	1068
6	800
578	1182
538	983
126	1115
298	371
21	566
891	1315
498	1174
152	641
559	882
437	1133
848	1450
87	312
142	236
855	1516
690	799
165	377
824	1347
774	834
459	1074
725	1397
920	1085
549	722
112	380
804	1101
655	1529
931	1815
228	499
471	1363
317	1021
262	1193
21	50
450	662
115	688
533	1460
230	1198
252	908
725	1083
978	1616
532	730
401	1140
550	767
347	411
445	645
565	704
469	647
481	1220
523	1134
179	470
292	1110
192	661
68	638
976	1441
708	816
644	706
126	816
221	1005
550	1300
827	1150
795	1695
226	649
134	820
539	1143
627	1242
589	1477
720	1642
860	1459
133	521
920	1562
469	700
333	808
978	1322
266	305
683	1550
441	1142
696	797
40	415
770	1461
186	1025
883	1668
250	566
496	1341
967	1219
507	649
631	771
729	1640
157	1091
107	387
864	1386
105	736
581	613
896	1874
315	583
368	392
98	341
769	1082
650	1176
35	951
271	964
1	233
978	1528
740	832
155	673
50	348
71	957
296	1161
567	1272
465	620
86	332
36	155
672	1081
485	629
7	422
279	804
52	958
744	1554
164	269
674	832
488	1051
870	1285
462	1427
460	759
845	1448
199	975
713	1645
810	1513
437	1390
359	491
859	1073
96	761
916	1814
397	1337
505	949
31	285
846	1045
960	1589
143	374
927	1115
380	1240
16	145
481	1463
653	1525
241	1219
443	1329
475	808
478	1407
197	434
940	1610
852	1004
830	952
640	1447
232	853
341	600
553	1477
869	1809
564	818
999	1069
449	1235
859	1543
911	1838
244	597
343	546
748	1729
884	1148
376	988
26	134
609	711
925	1213
609	947
717	912
530	558
412	1052
402	1067
811	1016
394	1387
470	995
482	1214
532	1509
354	1098
462	896
572	1030
489	875
814	1792
603	1111
27	887
924	1213
307	1175
857	1078
150	1104
474	963
268	346
142	544
829	1627
15	888
919	1781
630	738
865	1288
417	1383
245	672
556	1167
796	1420
405	731
668	1359
519	1437
625	1616
700	994
632	846
679	1171
53	643
82	591
875	875
471	902
801	918
136	591
812	1742
799	1170
246	852
513	1307
209	267
742	841
140	380
474	1118
362	984
561	1510
43	528
551	1491
379	688
195	956
453	777
493	1017
554	1081
470	1252
30	918
129	839
447	695
599	948
926	1732
707	1103
658	747
588	1424
15	818
364	577
113	847
134	274
616	619
863	1542
235	444
833	1652
326	817
457	681
426	528
85	783
347	548
837	1537
844	1497
86	590
711	1446
989	1271
282	757
145	503
414	1401
144	703
340	405
479	617
437	1215
428	981
717	1664
518	682
683	1259
824	1205
573	719
507	726
195	308
220	382
217	740
412	1301
292	504
358	922
884	1554
521	899
992	1346
896	1642
12	684
746	956
147	871
154	410
417	842
29	489
459	1173
970	1135
576	1471
644	832
624	1485
856	1854
604	997
598	1227
146	1008
641	1090
930	1583
539	1054
272	884
438	481
278	1112
952	1875
420	606
87	362
739	1601
871	1029
906	1824
710	1171
162	1020
275	701
373	793
170	314
616	673
791	1232
917	998
613	1373
979	1255
305	825
716	764
135	603
615	1104
455	608
161	241
320	473
946	1658
41	98
880	900
110	252
138	750
925	1024
668	814
539	792
74	986
38	417
915	1912
605	1229
833	1161
475	751
935	1082
409	1283
669	1064
709	1200
394	689
216	802
491	723
485	1302
834	1530
203	479
235	928
28	336
308	444
517	1437
949	1206
942	1485
502	1132
826	1778
769	1373
221	363
568	621
370	824
393	1083
143	978
249	276
715	1287
265	1093
277	1145
108	550
813	1711
847	1494
389	1343
257	867
544	932
8	67
40	219
381	1354
374	463
288	541
92	237
474	548
713	734
686	1235
312	609
59	126
760	927
932	1820
272	997
322	1201
461	1401
275	778
353	803
536	912
961	1092
945	1616
654	841
592	773
757	860
549	1428
983	1803
226	492
150	1086
936	1333
973	1493
345	444
802	1308
780	1253
78	98
861	1386
584	1404
59	83
75	692
813	915
332	926
431	762
670	1012
198	973
701	1176
714	1095
205	960
898	1475
316	592
863	1623
452	1387
111	132
24	1020
48	697
523	1062
472	930
252	1122
431	1407
872	1389
93	225
56	714
649	722
197	419
79	870
474	1054
786	1199
40	197
162	1106
384	947
655	1561
697	738
629	681
50	725
775	917
818	1501
551	1133
180	367
47	471
108	110
708	802
478	518
138	946
930	1094
618	791
97	890
750	1392
616	1508
267	589
389	438
212	627
658	1048
538	554
168	536
139	622
420	1041
133	378
649	763
429	701
739	1321
208	276
513	999
328	361
425	1267
897	1245
455	1319
817	1754
69	477
744	935
835	1171
82	868
143	431
426	839
38	663
98	328
203	524
185	279
517	863
307	820
195	288
354	973
958	1318
591	1467
453	1173
387	1201
126	417
556	680
809	1005
185	822
815	1275
509	566
588	795
327	1218
312	918
331	1099
121	948
995	1490
936	1546
260	381
337	1326
605	1528
507	1307
170	1019
76	1059
131	265
83	192
148	373
284	795
138	1108
827	1459
767	1277
325	1235
907	1186
749	1497
872	1759
173	342
865	1135
969	1698
454	1025
526	801
911	1670
264	387
428	1356
4	29
46	298
917	1774
312	324
649	837
299	447
284	1028
604	1252
936	1755
559	1271
33	342
864	1783
270	413
697	1474
704	1358
887	1267
587	1504
604	668
363	1141
583	848
68	1027
905	1822
550	1250
756	1653
331	1118
401	682
937	1541
982	1534
737	1075
189	513
680	1366
788	913
398	809
690	1065
669	926
725	1316
874	1608
186	765
485	967
753	1141
980	1581
433	1081
53	563
515	662
288	422
5	948
989	1792
518	1178
327	1202
109	670
465	689
607	634
291	764
324	553
949	1805
545	978
241	478
420	778
69	825
494	905
605	1319
493	1080
955	1608
590	631
386	1279
188	825
307	513
821	996
461	1348
31	707
530	1186
407	1239
585	1008
454	1353
604	1504
75	145
97	343
126	509
228	481
442	557
516	1317
780	1272
672	1003
488	1147
256	858
539	603
738	747
739	914
417	753
150	1011
3	106
340	1216
495	841
701	729
779	924
37	488
382	997
464	1189
369	391
252	611
472	929
12	724
408	1355
467	780
862	924
847	1630
329	454
694	1533
857	1239
140	837
110	888
61	773
771	1571
943	1216
125	430
681	858
828	1641
130	246
703	1500
841	1493
973	1183
215	286
378	865
871	1627
369	1235
291	962
41	938
927	1674
199	769
646	661
795	1366
70	882
371	775
504	614
908	1629
237	326
927	1764
841	1615
665	812
127	348
137	967
723	1360
122	198
575	842
104	926
726	1662
560	1068
36	482
272	991
869	1336
435	1145
552	863
625	1070
843	958
633	1228
41	587
593	811
336	796
628	889
666	1371
51	952
861	1824
124	296
925	1516
225	455
86	692
418	1311
15	277
893	1881
262	452
52	201
920	1059
297	1024
951	1291
955	1645
389	1137
129	799
653	1318
317	1232
205	686
650	1507
137	486
721	1413
973	1653
485	653
462	1199
209	1172
598	1189
330	1061
315	735
430	1403
54	236
552	688
34	980
894	1120
270	407
893	1326
533	1157
329	925
105	428
876	1247
535	969
925	1017
829	1187
102	462
901	1154
99	880
101	1073
461	754
653	1610
536	655
837	1215
27	335
508	580
352	813
8	215
68	263
497	1330
942	1758
297	914
745	1629
905	935
336	490
691	1643
917	1801
93	280
846	1361
555	828
45	561
821	1258
228	971
409	782
188	646
688	815
129	983
805	1605
317	1182
251	299
640	1068
913	1819
913	1709
253	1016
155	249
588	741
267	1106
958	1828
717	912
556	1209
687	878
175	1091
875	1331
88	522
801	1574
582	1129
36	342
180	357
161	832
963	1721
518	959
233	1137
540	747
728	1660
506	1441
626	760
743	1617
947	1386
299	768
999	999
106	404
274	680
470	1260
29	395
500	1096
576	691
914	1348
108	546
634	933
466	1288
5	922
719	1415
657	860
321	665
243	584
921	1458
64	407
622	1303
417	432
122	987
296	1171
172	591
848	1403
554	942
245	1023
31	412
550	937
660	1137
656	978
339	1028
475	523
562	904
233	260
848	1845
477	891
48	601
437	697
152	582
751	866
445	1159
192	414
7	631
604	1335
798	1200
492	619
764	1163
887	894
151	653
296	984
302	760
371	388
119	757
337	592
46	57
378	635
772	1403
822	1012
704	1144
151	315
12	902
242	668
90	903
98	954
446	808
861	970
652	691
349	574
173	222
136	413
706	1676
806	1765
655	1267
805	1495
956	1081
503	701
98	781
705	1484
330	771
847	1755
728	786
262	784
698	1287
784	1750
573	847
297	1021
112	1101
444	776
937	1625
338	820
326	708
496	976
582	1059
412	839
426	1325
205	208
802	1783
755	1666
960	1091
775	1544
805	861
811	1256
166	1087
618	1098
788	936
739	1209
94	881
93	281
117	182
213	269
244	992
161	511
603	919
525	1233
87	185
547	843
484	648
792	1296
96	825
187	366
900	1668
255	333
72	166
177	578
873	1600
484	1127
175	827
634	1621
384	1350
879	1136
450	1244
847	1588
346	736
478	1428
256	571
327	828
296	715
855	1034
793	1485
560	1055
756	1522
926	1699
934	1616
867	1423
727	1427
850	1273
346	1044
149	811
255	572
435	944
324	779
144	494
315	1008
637	960
320	936
579	1489
788	1531
568	652
762	1617
27	250
739	976
197	945
398	793
851	1536
198	983
750	1645
704	1038
868	1866
229	436
619	666
832	1136
96	318
919	1696
761	1355
626	1148
206	268
254	344
2	531
151	563
878	910
686	1577
839	1338
325	333
656	669
431	800
349	1220
445	1281
295	367
27	40
582	1420
416	1396
21	693
224	786
872	1079
678	828
877	1638
561	852
442	906
437	913
185	748
840	1682
694	922
389	1322
689	1619
508	822
431	1230
147	543
815	1372
732	1178
543	1515
378	562
225	752
981	1109
221	1069
622	1000
661	1078
100	719
54	586
824	1083
512	613
490	1131
836	979
960	1307
855	1603
586	680
470	472
971	1166
616	898
38	145
366	592
782	1474
814	987
181	1057
346	531
836	1417
927	1417
622	1528
850	903
323	372
135	1014
516	629
39	654
505	1311
476	590
140	327
391	709
944	1584
899	1163
175	1059
616	882
634	710
21	852
681	1029
448	1305
625	750
770	951
380	748
954	1375
551	833
753	928
828	1413
337	469
64	78
296	483
701	1336
436	738
953	1512
801	1727
365	828
133	536
981	1589
804	1754
556	606
452	623
408	1399
922	1371
564	872
367	419
618	1401
908	1713
705	923
900	1243
253	276
207	1148
699	1472
530	749
634	803
5	855
154	458
489	858
296	540
980	1964
336	493
770	1520
610	700
768	813
55	960
231	811
716	1047
899	1777
636	687
992	1273
148	501
63	673
404	1006
348	1314
563	1557
53	1017
56	708
361	939
169	353
229	434
544	607
571	1528
55	811
463	1263
649	1285
196	513
414	1061
995	1015
263	1166
38	402
880	1480
586	1223
762	1170
878	1678
547	1268
970	1614
892	1441
792	1426
501	1479
810	1180
139	489
144	1111
649	1061
147	156
212	939
490	1204
47	574
955	1271
817	1811
187	923
124	656
599	616
343	585
690	1373
417	733
177	1031
830	871
361	985
394	1041
983	1552
456	1307
364	444
782	1732
460	1139
708	1245
76	927
202	524
43	697
265	312
186	882
86	1048
324	1135
374	492
900	1026
512	1041
698	1455
529	836
442	952
137	287
121	592
48	238
859	1682
10	212
957	1599
553	981
724	1669
516	1338
138	307
745	1222
538	1300
398	504
9	1004
287	437
433	702
479	525
89	126
376	504
177	262
900	1825
522	727
225	793
276	426
45	178
229	917
843	1648
576	1381
364	965
955	1728
509	1274
769	836
907	1178
38	589
751	1535
393	1375
153	804
444	1307
625	1068
936	1719
730	1044
533	1493
295	342
642	847
253	596
707	884
105	592
208	809
245	270
164	187
365	747
995	1835
969	1148
750	1254
824	878
326	1323
756	943
313	722
49	755
486	1154
429	800
957	1086
504	717
634	1113
837	1288
793	1085
129	298
800	1237
480	965
997	1078
812	1773
590	748
434	882
154	213
781	1020
985	1794
186	248
122	734
663	1294
654	1484
758	1092
974	1771
679	1560
346	646
336	986
264	408
712	1387
200	1052
996	1198
168	935
291	1256
343	1106
137	1104
742	1488
464	844
202	662
803	1668
879	1691
380	964
297	1165
117	815
356	1202
766	1571
150	1027
204	933
988	1671
505	1430
285	1097
224	1039
688	1634
313	1277
535	1162
295	404
408	1080
119	946
642	1441
725	1481
204	1072
742	1653
361	1076
342	754
380	1244
272	455
63	1050
912	1582
350	812
341	950
636	973
280	354
583	664
309	498
297	797
990	1351
61	621
736	1383
879	1475
817	1629
827	1722
768	1594
53	357
592	899
647	1556
5	797
214	726
531	634
954	1761
486	521
98	389
66	1059
307	574
966	1358
475	677
169	297
940	1434
493	1460
557	1480
381	1220
620	1587
886	978
102	693
345	597
395	1381
315	1307
612	1088
228	463
848	1086
376	456
843	1503
52	1021
57	736
673	950
203	727
518	1375
38	186
692	726
57	447
544	1226
303	585
583	1289
128	471
882	961
914	1466
835	1203
804	1350
453	1035
438	735
57	974
542	1241
372	1126
791	1356
652	1593
761	1310
76	1037
402	897
402	1020
459	783
556	714
260	844
736	743
705	1660
882	1738
268	599
720	1022
250	810
30	431
498	658
525	1216
625	1172
211	275
742	1232
609	800
745	884
103	615
165	245
400	1102
215	1112
173	1028
660	955
64	241
930	1061
908	1683
901	1611
591	707
979	1901
947	1323
295	1024
570	947
450	871
301	889
834	1681
469	721
530	1357
86	832
649	717
612	617
708	1129
151	179
69	661
655	1569
285	406
607	759
361	1102
968	1890
564	1348
253	960
597	658
912	1322
170	892
504	1145
198	328
416	459
836	1720
21	204
991	1467
651	1381
721	1530
37	94
962	1617
221	580
201	494
189	321
708	1670
26	281
980	1448
638	1164
990	1479
250	589
92	285
310	982
387	790
834	1608
598	1230
609	772
449	1414
862	1345
400	861
460	692
749	1603
425	549
133	535
623	1413
839	896
214	410
775	780
133	469
898	912
587	1329
549	1236
421	834
94	1023
157	265
924	1474
745	1527
24	201
857	1698
921	1069
118	586
479	521
334	1277
314	432
532	1187
294	306
216	1106
731	1481
295	759
695	1400
890	964
665	1403
250	985
162	597
989	1546
768	1706
506	1504
373	625
161	1092
60	682
473	1221
863	1795
950	1679
29	147
377	1148
977	1496
578	592
436	1387
299	678
918	1114
216	897
17	78
500	728
905	1464
368	905
889	1172
45	957
227	371
948	1743
248	1245
339	377
588	1246
256	536
774	1341
748	1229
773	1169
256	364
740	1687
331	1210
589	793
557	1485
204	291
866	1181
724	875
691	1108
922	1503
180	487
103	113
886	1205
947	1356
575	1489
531	799
752	1583
132	914
561	640
458	947
452	1445
532	1229
675	1207
625	842
185	364
711	1219
20	44
818	1416
559	859
742	1027
84	505
323	1269
876	901
512	940
873	1236
875	1194
305	1253
124	653
340	1119
721	1694
761	1681
196	600
307	1120
359	799
685	867
275	958
901	1360
2	330
520	1251
129	864
278	1186
727	1390
889	921
755	1434
849	1298
529	718
676	949
485	824
13	184
872	1327
802	1520
982	1056
582	1169
149	593
303	1244
550	1548
510	807
422	1045
106	312
730	1725
520	558
691	1315
713	1142
13	80
435	669
634	1261
574	954
631	1011
803	809
469	861
368	574
72	800
228	983
100	165
979	1736
75	312
593	810
376	1087
775	1308
135	994
595	908
442	982
588	1555
708	1212
570	1430
791	1657
586	921
516	1403
217	362
419	1406
460	690
140	289
634	1469
75	483
497	785
536	1203
41	401
819	1662
156	691
830	1629
9	173
72	700
550	1245
227	413
387	895
366	589
825	1249
403	862
134	441
606	882
233	424
624	747
244	445
15	29
316	713
935	1230
373	948
190	995
179	786
75	324
171	927
53	257
672	1604
866	1673
308	606
312	555
65	1059
131	278
200	570
602	1272
31	688
888	1433
841	997
150	970
516	1002
55	739
531	971
515	1173
727	1096
255	840
497	537
59	593
201	905
916	951
433	1404
480	1436
189	631
476	721
119	731
481	948
732	969
689	1236
349	405
714	1627
640	1248
222	1088
568	1276
839	1810
769	1123
761	1596
390	1211
872	1486
2	907
816	1196
31	85
839	1208
319	1106
822	1468
836	1042
337	1234
187	268
944	1648
111	693
372	1351
829	1132
375	722
842	1449
127	884
408	1093
946	1022
134	905
406	1388
97	186
826	1760
927	1822
392	762
468	1175
523	896
42	698
498	777
761	1625
990	1737
486	1144
717	1511
469	988
830	1045
703	1089
84	910
10	665
593	1474
482	792
218	1142
907	1338
585	1408
601	1392
585	1311
272	948
166	1129
546	1256
644	1376
973	1068
158	513
942	1410
903	1461
725	1673
147	1019
683	1188
475	1458
656	1644
83	1075
155	1113
526	997
592	1460
384	1292
768	1674
629	807
36	696
744	786
982	1439
20	612
639	1400
32	843
842	1018
749	1552
589	728
492	522
794	861
337	373
80	671
852	1792
223	254
720	1526
490	977
727	762
275	1243
912	929
270	1179
318	833
193	389
953	961
907	1574
614	1385
135	573
762	998
414	972
704	1037
708	984
693	1580
302	637
571	576
599	857
187	404
860	1557
201	215
295	604
120	639
134	211
577	1375
117	381
667	1458
3	972
198	843
148	854
845	1138
757	817
666	1580
856	1078
172	1045
780	1000
800	1126
33	467
614	1468
521	1258
33	408
407	551
446	858
777	824
916	1498
186	979
801	1225
270	974
127	760
876	1041
324	659
723	858
763	1677
215	579
919	1053
43	777
158	908
196	516
815	1300
394	1203
967	1333
197	381
509	1093
976	1609
591	1305
612	874
820	1769
509	791
61	750
778	1076
48	592
201	614
53	904
598	1035
218	1139
435	729
185	320
676	843
642	783
941	1180
823	1588
543	1409
969	1698
81	445
587	1136
980	1593
735	834
219	664
145	503
57	610
21	790
5	804
325	1101
248	383
599	1358
750	1689
115	885
71	1040
598	819
507	1080
762	1367
8	28
842	1792
248	471
986	1849
935	1763
515	1118
337	981
672	761
257	681
104	110
517	1386
276	973
923	1661
863	1198
983	1110
333	982
568	1512
956	967
362	1060
654	1132
727	1629
919	1287
187	895
35	661
377	386
405	1151
80	108
250	748
556	1233
443	492
28	755
569	1258
296	977
788	885
362	1209
150	609
646	860
177	785
236	827
743	1362
805	1312
876	1783
999	1600
699	1504
747	982
743	913
84	260
67	552
753	1151
974	1294
374	739
999	1581
434	1118
553	1485
491	1177
259	1079
461	634
617	939
566	665
613	616
998	1498
296	1170
121	1113
746	1687
222	429
674	1065
448	1262
856	1392
355	692
442	1220
883	1060
562	919
195	403
49	630
590	649
106	724
338	1306
951	1352
633	1120
252	501
712	1573
575	1431
558	1493
295	822
601	1206
161	1116
669	940
763	1409
177	325
921	1335
411	915
17	717
920	1693
293	1116
39	269
355	1332
360	1344
488	1346
804	1606
619	1528
490	817
951	1751
231	896
94	341
105	577
509	888
490	509
311	1054
424	1350
424	1236
283	632
152	1133
823	1431
750	1587
214	725
455	1007
659	1643
980	1532
874	1488
511	752
1	533
10	112
216	659
76	769
651	1028
974	1078
33	492
462	1260
487	1427
420	1022
335	1212
753	995
77	772
143	889
829	1460
700	1086
11	101
946	984
501	1375
527	1235
132	1083
701	1504
284	1253
32	442
63	355
486	813
443	488
991	1504
433	1190
453	1205
256	508
468	1127
607	918
170	948
183	916
604	770
117	228
481	790
154	464
930	949
781	1702
460	641
739	922
773	1356
942	1279
854	1159
632	668
547	1032
988	994
52	496
25	423
769	1427
586	851
522	681
89	492
355	1162
206	393
775	1547
549	1495
422	1305
747	759
815	1252
766	1101
397	667
76	697
491	1246
713	1286
415	870
44	203
351	534
654	1149
25	665
19	644
395	632
520	1302
791	852
313	1311
127	907
389	1380
798	1670
317	329
912	1711
63	512
852	1435
715	1425
624	1439
148	471
386	750
429	608
404	946
31	963
458	975
31	949
308	873
357	758
661	791
82	526
862	1590
9	556
323	1068
158	175
123	672
586	1001
808	1085
973	1872
815	840
979	1335
523	550
616	1420
998	1625
851	1307
618	1413
71	124
417	1407
816	1387
989	1618
447	493
349	368
114	436
388	1278
111	654
563	879
791	1132
15	902
909	1471
169	492
380	1214
826	1431
902	1284
374	1079
671	1527
743	1114
386	1023
135	286
400	484
346	1277
25	232
509	694
817	1481
882	1491
77	347
509	659
972	979
170	217
726	877
257	1010
88	242
795	1350
904	1247
834	1541
838	1141
627	1202
426	1358
40	967
133	561
205	822
10	890
837	1505
586	1290
55	576
214	1168
514	664
901	1215
888	1406
256	308
727	1541
948	1780
501	717
548	1178
266	1007
537	1459
583	1438
124	645
696	1501
502	643
17	892
161	181
319	760
477	917
684	1190
217	1044
219	883
373	463
564	1025
752	1372
225	582
156	686
144	323
159	1119
553	571
128	757
912	1389
291	1051
970	1810
102	761
173	693
692	833
439	719
481	692
538	673
521	1151
476	578
439	1330
938	1368
381	1219
601	730
193	393
725	1332
652	1104
493	1050
787	1143
469	710
910	1783
443	963
767	890
466	974
465	726
506	1410
561	1230
945	1607
782	1753
555	887
955	1867
962	1491
813	1597
234	936
672	1611
411	974
623	863
410	785
452	999
521	822
319	840
327	1082
225	242
464	612
78	660
260	605
796	1174
58	781
673	1294
468	921
220	595
364	499
710	880
45	642
476	703
396	1382
142	504
274	1057
53	468
723	796
707	707
83	109
422	1127
568	1150
855	1018
793	841
17	137
616	1366
375	605
377	452
710	1336
513	1228
718	1020
208	1084
996	1826
74	214
637	1133
714	1471
64	83
778	1562
106	427
533	1398
775	1430
983	1934
145	1005
962	1257
948	1252
19	876
559	1135
117	944
131	154
792	1292
360	1343
573	1401
79	855
895	1050
295	1175
337	1144
334	354
204	701
273	1182
481	987
709	1020
380	1374
